SUBSTANCECOMPONENT_ID,SUB_COM_ID,SUB_ID,COM_ID,TRX_ID,SUB_NAME,SUB_ECSUBINVENTENTRYREF,SUB_CASNUMBER,SUB_DESCRIPTION,SUBPARAM_ID,SUBPARAM_CODE,SUBPARAMNAME,SUB_TYPE,QUALIFIER_ID,QUALIFIER_CODE,QUALIFIER,COMP_VALUE,COM_NAME,COM_ECSUBINVENTENTRYREF,COM_CASNUMBER,IUPACNAME,COMPARAM_ID,COMPARAM_CODE,COMPARAMNAME,MOLECULARFORMULA,SMILESNOTATION,INCHI,COM_TYPE,COM_STRUCTURESHOWN,SMILESNOTATIONSOURCE,INCHI_NOTATIONSOURCE
370822,38,22,25,40611,Lentinus edodes extract (Shiitake mushroom),,,"The novel food ingredient is an aqueous extract obtained from the Shiitake mushroom Lentinula edodes cultivated in a submerged fermentation. It consists of approximately 98% water and has a dry matter of approximately 2%. The dry matter is composed of the polymer lentinan (approximately 4%), of free glucose (approximately 66%) and of N-containing constituents (e.g. proteins, amino acids (approximately 30 %). Lentinan is a beta-(1-3) beta-(1-6)-D-glucan which has a degree of branching of 2/5 and a triple helical tertiary structure.",24326,RF-00009705-PAR,Lentinus edodes extract (Shiitake mushroom),complex product: derived from botanical sources,6,QU06A,ca.,98.0000000000,Water,231-791-2,7732-18-5,oxidane,23161,RF-00008541-PAR,Water,H2O,O,InChI=1S/H2O/h1H2,inorganic,,,
370823,39,22,26,40611,Lentinus edodes extract (Shiitake mushroom),,,"The novel food ingredient is an aqueous extract obtained from the Shiitake mushroom Lentinula edodes cultivated in a submerged fermentation. It consists of approximately 98% water and has a dry matter of approximately 2%. The dry matter is composed of the polymer lentinan (approximately 4%), of free glucose (approximately 66%) and of N-containing constituents (e.g. proteins, amino acids (approximately 30 %). Lentinan is a beta-(1-3) beta-(1-6)-D-glucan which has a degree of branching of 2/5 and a triple helical tertiary structure.",24326,RF-00009705-PAR,Lentinus edodes extract (Shiitake mushroom),complex product: derived from botanical sources,14,QU14A,part of,,Glucose,200-075-1,50-99-7,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",14052,RF-00000298-NTR,glucose,C6H12O6,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1",organic,,,
370824,40,22,27,40611,Lentinus edodes extract (Shiitake mushroom),,,"The novel food ingredient is an aqueous extract obtained from the Shiitake mushroom Lentinula edodes cultivated in a submerged fermentation. It consists of approximately 98% water and has a dry matter of approximately 2%. The dry matter is composed of the polymer lentinan (approximately 4%), of free glucose (approximately 66%) and of N-containing constituents (e.g. proteins, amino acids (approximately 30 %). Lentinan is a beta-(1-3) beta-(1-6)-D-glucan which has a degree of branching of 2/5 and a triple helical tertiary structure.",24326,RF-00009705-PAR,Lentinus edodes extract (Shiitake mushroom),complex product: derived from botanical sources,14,QU14A,part of,,Lentinan,,37339-90-5,"(2R,3R,4S,5S,6R)-2-[[(2R,3R,4S,5R,6R)-4-[(2S,3R,4S,5R,6R)-4-[(2S,3R,4S, 5R,6R)-4-[(2S,3R,4S,5R,6R)-3,5-dihydroxy-4-[(2R,3R,4S,5S,6R)-3,4, 5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-[[(2R,3R,4S,5S,6R)-3,4, 5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxy-3, 5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3, 5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,5, 6-trihydroxyoxan-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",23806,RF-00009187-PAR,Lentinan,C42H72O36,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O)O)O)O)O)O)O,"InChI=1S/C42H72O36/c43-1-8-15(48)22(55)25(58)37(69-8)66-6-13-20(53)32(28(61)36(65)68-13)75-40-29(62)33(18(51)11(4-46)72-40)77-41-30(63)34(19(52)12(5-47)73-41)78-42-31(64)35(76-39-27(60)24(57)17(50)10(3-45)71-39)21(54)14(74-42)7-67-38-26(59)23(56)16(49)9(2-44)70-38/h8-65H,1-7H2/t8-,9-,10-,11-,12-,13-,14-,15-,16-,17-,18-,19-,20-,21-,22+,23+,24+,25-,26-,27-,28-,29-,30-,31-,32+,33+,34+,35+,36-,37-,38-,39+,40+,41+,42+/m1/s1",organic,,,
370825,41,23,1288,40611,Sardine Peptide Product,,,"The Sardine Peptide Product is a peptide mixture obtained by an alkaline protease catalysed hydrolysis of the muscle of sardine (Sardinops sagax) and by chromatographic separation of the desired fraction. The aim of the chromatographic stage is to optimise the content of the dipeptide valyl-tyrosine (Val-Tyr) and to remove unwanted by-product or other contaminants. Val-Tyr is supposed to be the main Angiotensin Converting Enzyme (ACE) - inhibitor in protease hydrolysates from sardines. Sardine Peptide Product is a yellowish white powder, containing peptides (not less than 85 %), of which the dipeptide Val-Tyr accounts for 0.10 to 0.16%. Other constituents are: moisture (not more than 8.0%), ash (not more than 10.0%), and sodium (not more than 2.0%)",16153,RF-00001658-PAR,Sardine Peptide Product,complex product: derived from botanical sources,7,QU07A,as such,,Sardine Peptide Product,,,,16153,RF-00001658-PAR,Sardine Peptide Product,,,,organic,,,
370826,42,24,28,40611,Alpha-cyclodextrin,233-007-4,10016-20-3,"Alpha-cyclodextrin is a non-reducing cyclic saccaharide consisting of six alpha-1,4-linked glucopyranosyl units. It is manufactured by the enzyme action of an alpha-cyclodextrin glucosyltransferase (alpha-CGTase) on food grade liquefied starch.",24745,RF-00010123-PAR,Alpha-cyclodextrin,single chemical entity,7,QU07A,as such,,Alpha-cyclodextrin,233-007-4,10016-20-3,,24745,RF-00010123-PAR,Alpha-cyclodextrin,,C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@H](O2)[C@@H]([C@H]7O)O)CO)CO)CO)CO)CO)O)O)O,"InChI=1S/C36H60O30/c37-1-7-25-13(43)19(49)31(55-7)62-26-8(2-38)57-33(21(51)15(26)45)64-28-10(4-40)59-35(23(53)17(28)47)66-30-12(6-42)60-36(24(54)18(30)48)65-29-11(5-41)58-34(22(52)16(29)46)63-27-9(3-39)56-32(61-25)20(50)14(27)44/h7-54H,1-6H2/t7?,8?,9?,10?,11?,12?,13?,14?,15?,16?,17?,18?,19?,20?,21?,22?,23?,24?,25-,26-,27-,28-,29-,30-,31-,32-,33-,34-,35-,36-/m1/s1",organic,,,
370827,43,25,29,40611,Fungal Oil (Mortierella alpina),,,Fungal Oil is an arachidonic acid-rich oil obtained by fermentation from the fungus Mortierella alpina.,24339,RF-00009718-PAR,Fungal Oil (Mortierella alpina),complex product: derived from botanical sources,5,QU05A,>=,40.0000000000,Arachidonic acid,208-033-4,506-32-1,"(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoic acid",13946,RF-00000208-NTR,fatty acid 20:4 n-6 (arachidonic acid),C20H32O2,CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCC(=O)O,"InChI=1S/C20H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13,15-16H,2-5,8,11,14,17-19H2,1H3,(H,21,22)/b7-6-,10-9-,13-12-,16-15-",organic,,,
370828,44,26,1289,40611,Morinda citrifolia L. leaves,,,"Dried and roasted Morinda citrifolia L. leaves contain average values of 19.1 g/100g of protein, 60.7 g/100g of carbohydrate, 4.9 g/100g of fat and minor components such as beta-carotene,vitamin C, riboflavin, niacin, Fe, Ca, K, Na, Mg, Zn, Cu, Mn, P, oxalic acid, tannic acid and 5,15-dimethylmorindol.",16152,RF-00001657-PAR,Morinda citrifolia L. leaves,complex product: derived from botanical sources,7,QU07A,as such,,Morinda citrifolia L. leaves,,,,16152,RF-00001657-PAR,Morinda citrifolia L. leaves,,,,organic,,,
370829,45,27,30,40611,Conjugated linoleic acid rich oil,,,"The conjugated linoleic acid (CLA)-rich oil consists of approximately 80% of the two conjugated linoleic acid (CLA) isomers a c9,t11:t10,c12 (1:1).",24341,RF-00009720-PAR,Conjugated linoleic acid rich oil,mixture or formulation,6,QU06A,ca.,40.0000000000,"Conjugated linoleic acid t10,c12",,2420-56-6,"(10E,12Z)-Octadeca-10,12-dienoic acid",15852,RF-00001350-PAR,"Conjugated linoleic acid t10,c12",C18H32O2,CCCCC/C=C\\C=C\\CCCCCCCCC(=O)O,"InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-9H,2-5,10-17H2,1H3,(H,19,20)/b7-6-,9-8+",organic,,,
370830,46,27,31,40611,Conjugated linoleic acid rich oil,,,"The conjugated linoleic acid (CLA)-rich oil consists of approximately 80% of the two conjugated linoleic acid (CLA) isomers a c9,t11:t10,c12 (1:1).",24341,RF-00009720-PAR,Conjugated linoleic acid rich oil,mixture or formulation,6,QU06A,ca.,40.0000000000,"Conjugated linoleic acid c9,t11",,,"(9Z,11E)-octadeca-9,11-dienoic acid",15853,RF-00001351-PAR,"Conjugated linoleic acid c9,t11R",C18H32O2,CCCCCC/C=C/C=C\\CCCCCCCC(=O)O,"InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h7-10H,2-6,11-17H2,1H3,(H,19,20)/b8-7+,10-9-",organic,,,
370831,47,28,32,40611,Cetyl Myristoleate Complex,,,"Cetyl Myristoleate Complex (CMC) powder consists of 50% of cetylated fatty acids (CFA, including 20% of cetyl myristoleate), 48% of corn starch and 2% of silicon dioxide.",24343,RF-00009722-PAR,Cetyl Myristoleate Complex,mixture or formulation,6,QU06A,ca.,50.0000000000,Cetylated fatty acids,,,,23814,RF-00009195-PAR,Cetylated fatty acids,,CCCCCCCCCCCCCCCCOC(=O)CCCCCCC/C=C\\CCCC,"InChI=1S/C30H58O2/c1-3-5-7-9-11-13-15-16-17-19-21-23-25-27-29-32-30(31)28-26-24-22-20-18-14-12-10-8-6-4-2/h10,12H,3-9,11,13-29H2,1-2H3/b12-10-",organic,,,
370832,48,28,33,40611,Cetyl Myristoleate Complex,,,"Cetyl Myristoleate Complex (CMC) powder consists of 50% of cetylated fatty acids (CFA, including 20% of cetyl myristoleate), 48% of corn starch and 2% of silicon dioxide.",24343,RF-00009722-PAR,Cetyl Myristoleate Complex,mixture or formulation,3,QU03A,=,2.0000000000,Silicon dioxide,231-545-4,7631-86-9,dioxosilane,14421,RF-00000271-ADD,Silicon dioxide,O2Si,O=[Si]=O,InChI=1S/O2Si/c1-3-2,inorganic,,,
370833,49,29,34,40611,Chitin-glucan,,,"Chitin-glucan is a purified ingredient, presented in the form of a powder, which is composed largely of two polysaccharides: chitin, composed of repeating units of N-acetyl-D-glucosamine and beta(1,3)-glucan, composed of repeating units of D-glucose. Chitin-glucan is the main component in the cell walls of the mycelium of a fungus from the Ascomycetes family: Aspergillus niger. The two polymers are linked covalently and form a three-dimensional network.",24345,RF-00009724-PAR,Chitin-glucan,mixture or formulation,14,QU14A,part of,,Chitin,215-744-3,1398-61-4,,23815,RF-00009196-PAR,Chitin,C30H50N4O19,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O)O,"InChI=1S/C8H15NO6/c1-3(11)9-5-7(13)6(12)4(2-10)15-8(5)14/h4-8,10,12-14H,2H2,1H3,(H,9,11)/t4-,5-,6-,7-,8-/m1/s1",organic,,,
370834,50,29,35,40611,Chitin-glucan,,,"Chitin-glucan is a purified ingredient, presented in the form of a powder, which is composed largely of two polysaccharides: chitin, composed of repeating units of N-acetyl-D-glucosamine and beta(1,3)-glucan, composed of repeating units of D-glucose. Chitin-glucan is the main component in the cell walls of the mycelium of a fungus from the Ascomycetes family: Aspergillus niger. The two polymers are linked covalently and form a three-dimensional network.",24345,RF-00009724-PAR,Chitin-glucan,mixture or formulation,14,QU14A,part of,,"Beta(1,3)-glucan",,9041-22-9,"(2S,3R,4S,5S,6R)-2-[(2R,4R,5R,6S)-4,5-dihydroxy-2-(hydroxymethyl)-6-[(2R,3S,4R,5R,6S)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",16221,RF-00001726-PAR,"Beta(1,3)-glucan",C18H32O16,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC2[C@H](O[C@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O,"InChI=1S/C18H32O16/c19-1-4-7(22)8(23)12(27)17(31-4)34-15-6(3-21)32-18(13(28)10(15)25)33-14-5(2-20)30-16(29)11(26)9(14)24/h4-29H,1-3H2/t4-,5-,6-,7-,8+,9-,10-,11-,12-,13-,14-,15?,16+,17+,18+/m1/s1",organic,,,
370835,51,30,19,40611,Lycopene,207-949-1,502-65-8,"Lycopene is a carotenoid with the molecular weight of 536.85. Lycopene occurs in food predominantly in an all-trans form. Synthetic lycopene consist mainly of the all trans-lycopene (>70%) with 5-cis-lycopene (max. 20%) and up to 3.5% other cis isomers. It contains the same cis isomers found in tomatoes and tomato products. The novel food ingredient consists of synthetic (crystalline) lycopene to be marketed in three different formulations. These are lycopene 10%, lycopene 10 cold water dispersion (CWD) and lycopene dispersion 20%.",13904,RF-00000175-ADD,Lycopene,single chemical entity,7,QU07A,as such,,Lycopene,207-949-1,502-65-8,"(6E,8E,10E,12E,14E,16E,18E,20E,22E,24E,26E)-2,6,10,14,19,23,27, 31-octamethyldotriaconta-2,6,8,10,12,14,16,18,20,22,24,26,30-tridecaene",13904,RF-00000175-ADD,Lycopene,C40H56,CC(=CCC/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C=C(/CCC=C(C)C)\\C)\\C)\\C)/C)/C)/C)C,"InChI=1S/C40H56/c1-33(2)19-13-23-37(7)27-17-31-39(9)29-15-25-35(5)21-11-12-22-36(6)26-16-30-40(10)32-18-28-38(8)24-14-20-34(3)4/h11-12,15-22,25-32H,13-14,23-24H2,1-10H3/b12-11+,25-15+,26-16+,31-17+,32-18+,35-21+,36-22+,37-27+,38-28+,39-29+,40-30+",organic,,,
370836,52,31,1290,40611,Yeast beta-glucans,,,"Yeast beta-glucans consists of complex, high molecular mass (100 - 200 kDa) polysaccharides derived from the cell wall of baker's yeast Saccharomyces cerevisiae. The tertiary structure of the glucan cell wall of S. cerevisiae consists of chains of �-1,3-linked glucose residues, branched by �-1,6-linkages, forming a backbone to which are linked chitin via �-1,4- bonds, �-1,6-glucans and some mannoproteins. As the latter can be linked to �-1,6-glucose chains through alkali-sensitive bonds, most of the protein-linked components are expected to be removed during processing which includes treatment with alkali. Small amounts of protein and lipids, as well as small amounts of �-1,6-glucan and chitin, are also expected to be present in the final products.",16223,RF-00001728-PAR,Yeast beta-glucans,complex product: derived from botanical sources,7,QU07A,as such,,Yeast beta-glucans,,,,16223,RF-00001728-PAR,Yeast beta-glucans,,,,organic,,,
370837,53,32,38,40611,Glucosamine hydrochloride,200-638-1,66-84-2,,24532,RF-00009910-PAR,Glucosamine hydrochloride,single chemical entity,7,QU07A,as such,,Glucosamine hydrochloride,200-638-1,66-84-2,"(2R,3R,4S,5R)-2-amino-3,4,5,6-tetrahydroxyhexanal hydrochloride",24532,RF-00009910-PAR,Glucosamine hydrochloride,,C([C@H]([C@H]([C@@H]([C@H](C=O)N)O)O)O)O.Cl,"InChI=1S/C6H13NO5.ClH/c7-3(1-8)5(11)6(12)4(10)2-9;/h1,3-6,9-12H,2,7H2;1H/t3-,4+,5+,6+;/m0./s1",organic,,,
370838,54,33,1291,40611,Fermented black bean extract,,,"Fermented black bean extract (Touchi extract) is a protein-rich powder obtained by hot water extraction of small soybeans (Glycine max) fermented with Aspergillus oryzae. The proposed novel food ingredient is a powder containing a minimum of 55% protein, no more than 1% fat, 25 to 30% of carbohydrate and approximately 7.8% of ash. The extract contains an alpha-glucosidase inhibitor.",16151,RF-00001656-PAR,Fermented black bean extract,complex product: derived from botanical sources,7,QU07A,as such,,Fermented black bean extract,,,,16151,RF-00001656-PAR,Fermented black bean extract,,,,other,,,
370839,55,34,1292,40611,Glycyrrhiza glabra L. root or rootstock extract,,,"Glavonoid is an extract rich in polyphenolic type substances, derived from the root or rootstock of Glycyrrhiza glabra L. (liquorice root) by extraction with ethanol followed by further extraction of this ethanolic extract with medium-chain triglycerides (MCT). Glavonoid is a dark-brown coloured liquid, standardised using MCT to a content of 3.0% +/- 0.5% glabridin, which is the most abundant constituent of the polyphenol fraction contained in the product. Other identified prenylated flavonoids are glabrene, glabrol and 4'-O-methylglabridin. The forty-five identified polyphenolic type substances were classified as chalcones, isoflavans, isoflavenes, 3-aryl coumarins, pterocarpans, 2-aryl benzofurans, flavones, isoflavones, flavanones and flavanols.",16154,RF-00001659-PAR,Glycyrrhiza glabra L. root or rootstock extract,complex product: derived from botanical sources,7,QU07A,as such,,Glycyrrhiza glabra L. root or rootstock extract,,,,16154,RF-00001659-PAR,Glycyrrhiza glabra L. root or rootstock extract,,,,other,,,
370840,56,35,39,40611,Phosphated distarch phosphate,,,Phosphated distarch phosphate (PDP) is manufactured from high-amylose maize starch. Hi-amylose starches typically consist of 50 - 80% amylose and 20 - 50% amylopectin. In PDP amylose and amylopectin chains are cross-linked and esterified with phosphate groups to create a digestion-resistant starch that is mainly metabolised by bacteria in the large intestine.,14380,RF-00000211-ADD,Phosphated distarch phosphate,single chemical entity,7,QU07A,as such,,Phosphated distarch phosphate,,,,14380,RF-00000211-ADD,Phosphated distarch phosphate,,,,organic,,,
370841,57,36,504,40611,Calcium (total),231-179-5,7440-70-2,,56,RF-00000007-CHE,Calcium (Ca),"group, open",9,QU09A,not part of group assessment,,Calcium(II),,14127-61-8,calcium(2+),23310,RF-00008690-PAR,Calcium(II),Ca+2,[Ca+2],InChI=1S/Ca/q+2,inorganic,,,
370842,58,37,41,40611,Vitamin D,215-797-2,1406-16-2,,14192,RF-00000427-NTR,vitamin D,single chemical entity,7,QU07A,as such,,Vitamin D,215-797-2,1406-16-2,"(1S,3Z)-3-[(2E)-2-[(1R,3aS,7aR)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexan-1-ol",14192,RF-00000427-NTR,vitamin D,C27H44O,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\\2[C@@]1(CCC/C2=C\\C=C/3\\C[C@H](CCC3=C)O)C,"InChI=1S/C27H44O/c1-19(2)8-6-9-21(4)25-15-16-26-22(10-7-17-27(25,26)5)12-13-23-18-24(28)14-11-20(23)3/h12-13,19,21,24-26,28H,3,6-11,14-18H2,1-2,4-5H3/b22-12+,23-13-/t21-,24+,25-,26+,27-/m1/s1",organic,,,
370843,59,38,42,40611,Narasin,611-230-1,55134-13-9,Narasin belongs to the polyether monocarboxylic acid class of ionophores produced by Streptomyces aureofaciens strain NRRL 8092.,2359,RF-00000090-VET,Narasin,single chemical entity,7,QU07A,as such,,Narasin,611-230-1,55134-13-9,"(2R)-2-[(2R,3S,5S,6R)-6-[(2S,3S,4S,6R)-6-[(2S,5S,7R,9S,10S,12R,15R)-2-[(2R,5R,6S)-5-ethyl-5-hydroxy-6-methyloxan-2-yl]-15-hydroxy-2,10,12-trimethyl-1,6,8-trioxadispiro[4.1.5^{7}.3^{5}]pentadec-13-en-9-yl]-3-hydroxy-4-methyl-5-oxooctan-2-yl]-3,5-dimethyloxan-2-yl]butanoic acid",2359,RF-00000090-VET,Narasin,C43H72O11,CC[C@H]([C@H]1[C@H](C[C@@H]([C@@H](O1)[C@@H](C)[C@@H]([C@H](C)C(=O)[C@H](CC)[C@@H]2[C@H](C[C@H]([C@]3(O2)C=C[C@H]([C@@]4(O3)CC[C@@](O4)(C)[C@H]5CC[C@@]([C@@H](O5)C)(CC)O)O)C)C)O)C)C)C(=O)O,"InChI=1S/C43H72O11/c1-12-30(35(46)27(8)34(45)28(9)36-23(4)21-24(5)37(51-36)31(13-2)39(47)48)38-25(6)22-26(7)42(52-38)18-15-32(44)43(54-42)20-19-40(11,53-43)33-16-17-41(49,14-3)29(10)50-33/h15,18,23-34,36-38,44-45,49H,12-14,16-17,19-22H2,1-11H3,(H,47,48)/t23-,24-,25-,26+,27-,28-,29-,30-,31+,32+,33+,34+,36+,37+,38-,40-,41+,42-,43-/m0/s1",organic,,,
